gene_name,peak_id
YJR028W,chrX_477575_478635
YJR029W,chrX_477575_478635
RBH2,chrX_485414_485938
RBH2,chrX_486211_486772
GEA1,chrX_490894_491135
CPR7,chrX_490894_491135
GEA1,chrX_491568_491777
CPR7,chrX_491568_491777
RAV1,chrX_496580_496744
PET191,chrX_496580_496744
RAD26,chrX_496580_496744
RAV1,chrX_496752_497025
PET191,chrX_496752_497025
RAD26,chrX_496752_497025
RAV1,chrX_497224_497638
PET191,chrX_497224_497638
RAD26,chrX_497224_497638
HUL4,chrX_503518_504334
MLO127,chrX_503518_504334
GEF1,chrX_507474_507775
URB2,chrX_513842_514121
NUP85,chrX_513842_514121
POL32,chrX_517594_518041
POL32,chrX_519285_519586
VPS55,chrX_519285_519586
SSC1,chrX_521703_522116
TAH11,chrX_521703_522116
ANB1,chrX_524656_524877
CYC1,chrX_524656_524877
ANB1,chrX_525860_526360
CYC1,chrX_525860_526360
UTR1,chrX_528591_528740
ISY1,chrX_528591_528740
OSM1,chrX_528591_528740
RAD7,chrX_531763_532466
BFA1,chrX_531763_532466
KCH1,chrX_535831_536019
HIT1,chrX_538479_538979
YJR056C,chrX_541591_541781
YJR056C,chrX_542926_543125
CDC8,chrX_542926_543125
APS2,chrX_545165_545929
PTK2,chrX_545165_545929
CBF1,chrX_548400_548741
MNN14,chrX_548400_548741
NTA1,chrX_554868_555333
RPA12,chrX_554868_555333
CCT5,chrX_554868_555333
NTA1,chrX_555690_555955
RPA12,chrX_555690_555955
CCT5,chrX_555690_555955
ARP3,chrX_559069_559582
TOR1,chrX_559069_559582
HAM1,chrX_571027_571334
LIA1,chrX_571027_571334
NPA3,chrX_571027_571334
MOG1,chrX_571027_571334
LIA1,chrX_572484_572858
NPA3,chrX_572484_572858
OPI3,chrX_572484_572858
MOG1,chrX_572484_572858
HOC1,chrX_572484_572858
NPA3,chrX_572879_573755
OPI3,chrX_572879_573755
MOG1,chrX_572879_573755
HOC1,chrX_572879_573755
CDC11,chrX_578131_579193
MIR1,chrX_578131_579193
BNA2,chrX_578131_579193
YJR079W,chrX_578131_579193
MIR1,chrX_579202_579455
BNA2,chrX_579202_579455
YJR079W,chrX_579202_579455
MIR1,chrX_579665_579819
BNA2,chrX_579665_579819
YJR079W,chrX_579665_579819
ACF4,chrX_585285_585853
TMH11,chrX_585285_585853
STE18,chrX_585285_585853
BIR1,chrX_585285_585853
TMH11,chrX_585908_586057
STE18,chrX_585908_586057
BIR1,chrX_585908_586057
TMH11,chrX_587432_587861
EMC2,chrX_587432_587861
BIR1,chrX_587432_587861
GRR1,chrX_594552_595074
JSN1,chrX_598254_598834
BUD4,chrX_598254_598834
FIP1,chrX_604172_604509
IRT1,chrX_606362_607255
RPL43B,chrX_606362_607255
IME1,chrX_606362_607255
IRT1,chrX_607350_607517
RPL43B,chrX_607350_607517
IME1,chrX_607350_607517
IRT1,chrX_607551_608384
RPL43B,chrX_607551_608384
SFC1,chrX_607551_608384
IME1,chrX_607551_608384
IRT1,chrX_609018_609555
RPL43B,chrX_609018_609555
SFC1,chrX_609018_609555
YJR096W,chrX_609018_609555
YJR098C,chrX_615350_615507
YUH1,chrX_615350_615507
AIM25,chrX_617474_617804
RSM26,chrX_617474_617804
AIM25,chrX_617845_618267
RSM26,chrX_617845_618267
VPS25,chrX_620469_620725
URA8,chrX_620469_620725
SOD1,chrX_622403_622565
ADO1,chrX_622403_622565
ECM27,chrX_622664_623054
SOD1,chrX_622664_623054
ADO1,chrX_622664_623054
ECM27,chrX_623075_623781
SOD1,chrX_623075_623781
ADO1,chrX_623075_623781
ABM1,chrX_628768_629004
ABM1,chrX_629190_629387
CPA2,chrX_633041_633565
YMR1,chrX_633041_633565
PXP2,chrX_638454_640904
YJR112W-A,chrX_638454_640904
STE24,chrX_638454_640904
RSM7,chrX_638454_640904
YJR115W,chrX_638454_640904
TDA4,chrX_638454_640904
JHD2,chrX_646686_647509
YJR120W,chrX_646686_647509
ATP2,chrX_646686_647509
IBA57,chrX_649463_649923
RPS5,chrX_649463_649923
RPS5,chrX_651354_651867
YJR124C,chrX_656114_656459
ENT3,chrX_656114_656459
VPS70,chrX_658779_658943
RSF2,chrX_662848_664388
YJR128W,chrX_662848_664388
snR3,chrX_662848_664388
EFM3,chrX_662848_664388
RSF2,chrX_664687_664843
snR3,chrX_664687_664843
EFM3,chrX_664687_664843
STR2,chrX_667229_667559
MNS1,chrX_667229_667559
NMD5,chrX_667229_667559
XPT1,chrX_672383_672754
XPT1,chrX_672811_672974
XPT1,chrX_673020_673335
XPT1,chrX_673560_673736
SGM1,chrX_675971_676127
MCM22,chrX_675971_676127
TIM8,chrX_675971_676127
MET5,chrX_683277_684036
IML1,chrX_683277_684036
MET5,chrX_684398_684811
IML1,chrX_684398_684811
HOM6,chrX_690530_691100
HIR3,chrX_697036_697222
YJR142W,chrX_697036_697222
RPS4A,chrX_703199_704376
YJR146W,chrX_703199_704376
HMS2,chrX_703199_704376
BAT2,chrX_703199_704376
YJR149W,chrX_705037_705680
RPS4A,chrX_705037_705680
HMS2,chrX_705037_705680
BAT2,chrX_705037_705680
DAN1,chrX_709965_710130
DAN4,chrX_715941_716430
YJR151W-A,chrX_715941_716430
DAN4,chrX_716932_717376
YJR151W-A,chrX_716932_717376
DAN4,chrX_717652_718246
YJR151W-A,chrX_717652_718246
DAL5,chrX_717652_718246
DAL5,chrX_719214_719529
PGU1,chrX_721503_721901
YJR154W,chrX_725247_725938
AAD10,chrX_725247_725938
AAD10,chrX_726795_727226
AAD10,chrX_727397_727618
AAD10,chrX_727844_728141
SOR1,chrX_736358_736549
COS5,chrX_744997_745784
PAU16,chrXI_2476_2652
YKL222C,chrXI_5834_6155
MCH2,chrXI_5834_6155
FRE2,chrXI_11538_12060
JEN1,chrXI_20628_21087
JEN1,chrXI_21470_22488
URA1,chrXI_23770_24085
URA1,chrXI_24946_25163
OXP1,chrXI_30669_30983
YRA2,chrXI_30669_30983
DOA1,chrXI_34073_34475
SAC1,chrXI_34073_34475
TRP3,chrXI_38144_39259
snR64,chrXI_38144_39259
UBA1,chrXI_38144_39259
STE6,chrXI_46349_47323
CBT1,chrXI_46349_47323
EMC3,chrXI_46349_47323
STE6,chrXI_47730_48439
CBT1,chrXI_47730_48439
EMC3,chrXI_47730_48439
LOS1,chrXI_47730_48439
ADD66,chrXI_49869_50070
LOS1,chrXI_49869_50070
EAP1,chrXI_53532_53781
TOR2,chrXI_63662_63825
MNN4,chrXI_67800_69992
PTK1,chrXI_67800_69992
PTK1,chrXI_70613_70897
PTK1,chrXI_70904_71198
PEX1,chrXI_74611_74906
YKT6,chrXI_74611_74906
MIA40,chrXI_74611_74906
PEX1,chrXI_75498_76040
YKT6,chrXI_75498_76040
MIA40,chrXI_75498_76040
MST1,chrXI_80017_80298
SDS22,chrXI_80017_80298
ACP1,chrXI_80017_80298
DPH2,chrXI_80017_80298
MST1,chrXI_80480_81052
SDS22,chrXI_80480_81052
ACP1,chrXI_80480_81052
DPH2,chrXI_80480_81052
CNB1,chrXI_80480_81052
HYM1,chrXI_82765_83029
CNB1,chrXI_82765_83029
HYM1,chrXI_84140_84564
FAT3,chrXI_91166_91412
FAT3,chrXI_91934_92942
MTR2,chrXI_91934_92942
ASH1,chrXI_91934_92942
FAT3,chrXI_93382_94111
MTR2,chrXI_93382_94111
ASH1,chrXI_93382_94111
SPE1,chrXI_96409_96585
FAS1,chrXI_99069_100371
YKL183C-A,chrXI_99069_100371
LOT5,chrXI_99069_100371
PRS1,chrXI_106209_106425
PRS1,chrXI_106678_107247
RPL17A,chrXI_108871_109334
COY1,chrXI_112565_112820
STE3,chrXI_115009_115174
LST4,chrXI_118337_119015
ZRT3,chrXI_118337_119015
LST4,chrXI_119057_119204
ZRT3,chrXI_119057_119204
TPO5,chrXI_122391_122609
SNU114,chrXI_122391_122609
NNK1,chrXI_127058_127959
MRPL38,chrXI_130348_130723
KKQ8,chrXI_133279_133647
MRP49,chrXI_133279_133647
KKQ8,chrXI_134163_134582
MRP49,chrXI_134163_134582
MRP49,chrXI_135986_136213
TPK3,chrXI_135986_136213
MCD4,chrXI_140760_141219
PIR1,chrXI_143057_143892
PIR3,chrXI_143057_143892
PIR1,chrXI_143902_144320
PIR3,chrXI_143902_144320
KDX1,chrXI_151010_151244
ELF1,chrXI_153074_153242
APE2,chrXI_153074_153242
RCN1,chrXI_154560_155024
APE2,chrXI_154560_155024
RPS27A,chrXI_158261_158668
NNR2,chrXI_164325_165474
MCR1,chrXI_164325_165474
GPM1,chrXI_164325_165474
NNR2,chrXI_166040_166525
MCR1,chrXI_166040_166525
GPM1,chrXI_166040_166525
SDH1,chrXI_170834_171184
AVT3,chrXI_170834_171184
SDH1,chrXI_171244_172007
AVT3,chrXI_171244_172007
RPT1,chrXI_173847_174218
RPC25,chrXI_178098_178581
MRP8,chrXI_178098_178581
SDH3,chrXI_178098_178581
MRP8,chrXI_179492_179871
SDH3,chrXI_179492_179871
TGL1,chrXI_179492_179871
SDH3,chrXI_180019_180379
TGL1,chrXI_180019_180379
SDH3,chrXI_180408_180600
TGL1,chrXI_180408_180600
HSK3,chrXI_185716_186120
MRPL31,chrXI_185716_186120
CMC1,chrXI_185716_186120
APL2,chrXI_188703_189079
OCT1,chrXI_191432_191740
OCT1,chrXI_193148_193309
RCI50,chrXI_193148_193309
RCI50,chrXI_194931_195242
RMA1,chrXI_194931_195242
SHE2,chrXI_194931_195242
RMA1,chrXI_196199_196388
SHE2,chrXI_196199_196388
RMA1,chrXI_196813_197065
SHE2,chrXI_196813_197065
MYO3,chrXI_200332_200714
MYO3,chrXI_201356_201577
PMU1,chrXI_201356_201577
PGM1,chrXI_201356_201577
PMU1,chrXI_203049_203560
PGM1,chrXI_203049_203560
YPK1,chrXI_205031_205338
YPK1,chrXI_205348_205660
RRN3,chrXI_207824_208185
SSH4,chrXI_210289_210683
SRP21,chrXI_213131_213546
DGR2,chrXI_213131_213546
OAC1,chrXI_216794_217289
VPH2,chrXI_219764_220410
SBA1,chrXI_219764_220410
APN1,chrXI_226022_226567
RAD27,chrXI_226022_226567
ABF1,chrXI_226022_226567
HAP4,chrXI_230084_232028
KTI12,chrXI_230084_232028
YKL107W,chrXI_236838_237553
YKL106C-A,chrXI_236838_237553
AAT1,chrXI_236838_237553
GFA1,chrXI_245609_246613
APE1,chrXI_247326_247586
YKL102C,chrXI_247326_247586
HSL1,chrXI_247326_247586
GFA1,chrXI_247326_247586
APE1,chrXI_247741_248674
YKL102C,chrXI_247741_248674
HSL1,chrXI_247741_248674
UTP11,chrXI_258356_259169
YKL097C,chrXI_258356_259169
YKL096C-B,chrXI_258356_259169
CWP2,chrXI_258356_259169
CWP1,chrXI_258356_259169
YKL097C,chrXI_259835_261094
YKL096C-B,chrXI_259835_261094
CWP2,chrXI_259835_261094
CWP1,chrXI_259835_261094
YJU2,chrXI_259835_261094
CWP1,chrXI_262045_262192
YJU2,chrXI_262045_262192
YJU3,chrXI_262045_262192
MBR1,chrXI_263200_263389
YJU2,chrXI_263200_263389
YJU3,chrXI_263200_263389
MBR1,chrXI_264481_264657
BUD2,chrXI_269519_269921
YKL091C,chrXI_269519_269921
CUE2,chrXI_269519_269921
BUD2,chrXI_270382_271032
YKL091C,chrXI_270382_271032
CUE2,chrXI_270382_271032
CYT2,chrXI_277828_279191
SRX1,chrXI_277828_279191
MDH1,chrXI_277828_279191
HOT13,chrXI_277828_279191
RRP14,chrXI_282546_282826
TEF4,chrXI_282546_282826
snR38,chrXI_282546_282826
VMA5,chrXI_284706_285108
SMY1,chrXI_284706_285108
PSG1,chrXI_291214_291442
MUD2,chrXI_296179_296630
YKL075C,chrXI_296179_296630
LHS1,chrXI_296179_296630
STB6,chrXI_299017_299509
YKL071W,chrXI_302762_303367
YKL070W,chrXI_307117_307375
YKL069W,chrXI_307117_307375
YKL068W-A,chrXI_307117_307375
YKL069W,chrXI_308018_309334
YKL068W-A,chrXI_308018_309334
NUP100,chrXI_308018_309334
YKL068W-A,chrXI_309834_310154
NUP100,chrXI_309834_310154
YNK1,chrXI_313328_313622
YNK1,chrXI_314574_314784
DPC7,chrXI_314574_314784
YNK1,chrXI_315558_315723
DPC7,chrXI_315558_315723
YET1,chrXI_317054_317658
MNR2,chrXI_317054_317658
YKL063C,chrXI_321810_322107
MSN4,chrXI_321810_322107
YKL063C,chrXI_322179_323189
MSN4,chrXI_322179_323189
BLI1,chrXI_325763_325918
MPE1,chrXI_327550_328676
TOA2,chrXI_327550_328676
FBA1,chrXI_327550_328676
MPE1,chrXI_329551_329778
TOA2,chrXI_329551_329778
MPE1,chrXI_329974_330287
TOA2,chrXI_329974_330287
NUP120,chrXI_334099_334306
TMA19,chrXI_334099_334306
NUP120,chrXI_335584_335757
TMA19,chrXI_335584_335757
OAR1,chrXI_335584_335757
DEF1,chrXI_338950_339308
MDM35,chrXI_338950_339308
DEF1,chrXI_339607_339763
MDM35,chrXI_339607_339763
ASK1,chrXI_339607_339763
SFK1,chrXI_339607_339763
DEF1,chrXI_340381_340572
MDM35,chrXI_340381_340572
ASK1,chrXI_340381_340572
SFK1,chrXI_340381_340572
DEF1,chrXI_340600_341237
MDM35,chrXI_340600_341237
ASK1,chrXI_340600_341237
SFK1,chrXI_340600_341237
ASK1,chrXI_342213_342454
SFK1,chrXI_342213_342454
ELM1,chrXI_349237_349463
ANR2,chrXI_349237_349463
DCW1,chrXI_352936_353135
PRI2,chrXI_352936_353135
MMO1,chrXI_355202_356541
PHD1,chrXI_355202_356541
SPC42,chrXI_355202_356541
VPS24,chrXI_359958_360114
NFU1,chrXI_362010_362549
PTM1,chrXI_362010_362549
snR69,chrXI_364606_364764
RGT1,chrXI_364606_364764
snR69,chrXI_364776_365194
RGT1,chrXI_364776_365194
AIM26,chrXI_368932_369977
UGP1,chrXI_368932_369977
TUL1,chrXI_368932_369977
TUL1,chrXI_371327_371815
IXR1,chrXI_381737_382629
IXR1,chrXI_382799_383273
IXR1,chrXI_383379_383737
MAE1,chrXI_383379_383737
MAE1,chrXI_384929_385167
TFA1,chrXI_384929_385167
MAE1,chrXI_385342_385798
TFA1,chrXI_385342_385798
TCD2,chrXI_385342_385798
GPX1,chrXI_390069_390241
PAN3,chrXI_392205_392566
URA6,chrXI_392205_392566
MIN9,chrXI_392205_392566
SKA1,chrXI_392205_392566
PAN3,chrXI_392984_393229
URA6,chrXI_392984_393229
MIN9,chrXI_392984_393229
SKA1,chrXI_392984_393229
PAN3,chrXI_393293_394207
URA6,chrXI_393293_394207
MIN9,chrXI_393293_394207
SKA1,chrXI_393293_394207
SPT23,chrXI_402040_402849
RAM2,chrXI_402040_402849
SWD2,chrXI_402040_402849
HCS1,chrXI_407342_407505
PUT3,chrXI_407342_407505
ATP7,chrXI_407342_407505
HCS1,chrXI_407979_408694
PUT3,chrXI_407979_408694
ATP7,chrXI_407979_408694
URB1,chrXI_416935_417384
ARC19,chrXI_416935_417384
PRP40,chrXI_416935_417384
URB1,chrXI_417921_418705
ARC19,chrXI_417921_418705
PRP40,chrXI_417921_418705
ARC19,chrXI_420008_420209
UFD4,chrXI_425935_426227
MRT4,chrXI_425935_426227
LAC1,chrXI_428759_429487
CAP1,chrXI_428759_429487
SFT1,chrXI_430689_430895
snR87,chrXI_430689_430895
RPL14A,chrXI_430689_430895
SFT1,chrXI_431565_431941
snR87,chrXI_431565_431941
RPL14A,chrXI_431565_431941
BYE1,chrXI_434867_435173
AUR1,chrXI_434867_435173
MRP17,chrXI_437584_437838
DID4,chrXI_437584_437838
MRP17,chrXI_439470_440108
MET14,chrXI_439470_440108
VPS1,chrXI_442851_443110
PAP1,chrXI_442851_443110
OSH6,chrXI_445092_445397
YKR005C,chrXI_451124_451637
MRPL13,chrXI_451124_451637
MEH1,chrXI_451124_451637
RSC4,chrXI_451124_451637
YKR005C,chrXI_451976_452285
MRPL13,chrXI_451976_452285
MEH1,chrXI_451976_452285
RSC4,chrXI_451976_452285
FOX2,chrXI_457248_457441
FOX2,chrXI_458693_458863
TOF2,chrXI_461487_461644
TOF2,chrXI_462810_464202
YKR011C,chrXI_462810_464202
PRY2,chrXI_462810_464202
YPT52,chrXI_466219_466527
YKR015C,chrXI_468798_469749
MIC60,chrXI_468798_469749
YKR018C,chrXI_475978_476275
IRS4,chrXI_478142_478611
VPS51,chrXI_478142_478611
ALY1,chrXI_478142_478611
IRS4,chrXI_479013_479445
VPS51,chrXI_479013_479445
ALY1,chrXI_479013_479445
NTR2,chrXI_483301_483465
RQT4,chrXI_483301_483465
DBP7,chrXI_487518_487839
RPC37,chrXI_487518_487839
DBP7,chrXI_487864_488054
RPC37,chrXI_487864_488054
DBP7,chrXI_488246_488554
RPC37,chrXI_488246_488554
GCN3,chrXI_490976_491545
BCH2,chrXI_490976_491545
SAP190,chrXI_493605_494065
SET3,chrXI_499450_500457
GMH1,chrXI_499450_500457
YKR032W,chrXI_506390_507147
DAL80,chrXI_506390_507147
SPO14,chrXI_506390_507147
DID2,chrXI_506390_507147
DAL80,chrXI_507612_508025
SPO14,chrXI_507612_508025
DID2,chrXI_507612_508025
SPC34,chrXI_513074_513509
KAE1,chrXI_513074_513509
GAP1,chrXI_513074_513509
KAE1,chrXI_514046_514550
GAP1,chrXI_514046_514550
KAE1,chrXI_514691_515021
GAP1,chrXI_514691_515021
YKR041W,chrXI_518226_519385
UTH1,chrXI_518226_519385
YKR045C,chrXI_525191_525370
PLN1,chrXI_525191_525370
NAP1,chrXI_526630_527005
FMP46,chrXI_526630_527005
TRK2,chrXI_526630_527005
PLN1,chrXI_526630_527005
NAP1,chrXI_527037_527283
FMP46,chrXI_527037_527283
TRK2,chrXI_527037_527283
PLN1,chrXI_527037_527283
NAP1,chrXI_527295_527496
FMP46,chrXI_527295_527496
TRK2,chrXI_527295_527496
MRS4,chrXI_533582_534414
YSR3,chrXI_533582_534414
MRS4,chrXI_534625_534772
YSR3,chrXI_534625_534772
YSR3,chrXI_535550_536175
DYN1,chrXI_547878_548266
RHO4,chrXI_547878_548266
TRM2,chrXI_547878_548266
RPS21A,chrXI_551233_551769
GLG1,chrXI_551233_551769
RPS21A,chrXI_552331_552971
GLG1,chrXI_552331_552971
TIF1,chrXI_554551_554985
UTP30,chrXI_554551_554985
TFA2,chrXI_557584_557764
KTR2,chrXI_557584_557764
snR42,chrXI_558805_559222
TFA2,chrXI_558805_559222
snR42,chrXI_559362_559851
TFA2,chrXI_559362_559851
PAM17,chrXI_565816_566371
CCP1,chrXI_565816_566371
GPT2,chrXI_565816_566371
PAM17,chrXI_566457_568118
CCP1,chrXI_566457_568118
GPT2,chrXI_566457_568118
YKR070W,chrXI_573003_573257
YKR070W,chrXI_573642_573802
SIS2,chrXI_578273_578481
YKR073C,chrXI_578273_578481
AIM29,chrXI_578273_578481
SIS2,chrXI_578809_579286
YKR073C,chrXI_578809_579286
AIM29,chrXI_578809_579286
YKR075C,chrXI_580774_582242
ECM4,chrXI_580774_582242
MSA2,chrXI_580774_582242
TRZ1,chrXI_589682_590682
MTD1,chrXI_589682_590682
NUP133,chrXI_591078_591253
TRZ1,chrXI_591078_591253
MTD1,chrXI_591078_591253
RPF2,chrXI_591470_591772
NUP133,chrXI_591470_591772
RPF2,chrXI_592718_592871
NUP133,chrXI_592718_592871
HBS1,chrXI_598846_599529
MRPL20,chrXI_598846_599529
PRP16,chrXI_598846_599529
OMA1,chrXI_605724_606080
TVP38,chrXI_605724_606080
TGL4,chrXI_608510_608869
PXL1,chrXI_608510_608869
SRL3,chrXI_611263_611469
SRP40,chrXI_614094_615700
PTR2,chrXI_614094_615700
RPL40B,chrXI_618877_619205
MLP1,chrXI_618877_619205
RPL40B,chrXI_619443_619731
MLP1,chrXI_619443_619731
PCC1,chrXI_625570_626733
ESL2,chrXI_625570_626733
PCK1,chrXI_630133_631000
UBP11,chrXI_635413_635566
BAS1,chrXI_635413_635566
SKG1,chrXI_640376_640616
SIR1,chrXI_640376_640616
FLO10,chrXI_645289_645922
VBA5,chrXI_660492_661134
GEX2,chrXI_660492_661134
YLL067C,chrXII_5723_5993
YLL066W-B,chrXII_5723_5993
YLL066C,chrXII_11181_12147
PAU18,chrXII_13797_14019
AYT1,chrXII_16074_16328
MMP1,chrXII_16074_16328
MHT1,chrXII_17696_18150
AYT1,chrXII_17696_18150
MMP1,chrXII_17696_18150
GTT2,chrXII_21896_22120
YLL058W,chrXII_21896_22120
GTT2,chrXII_22768_23032
YLL058W,chrXII_22768_23032
GTT2,chrXII_23290_23591
YLL058W,chrXII_23290_23591
JLP1,chrXII_28951_30116
YLL056C,chrXII_28951_30116
YCT1,chrXII_28951_30116
YLL054C,chrXII_36550_37508
YLL053C,chrXII_36550_37508
AQY2,chrXII_36550_37508
FRE6,chrXII_39525_39791
COF1,chrXII_39525_39791
LDB18,chrXII_39525_39791
FRE6,chrXII_40469_40892
COF1,chrXII_40469_40892
LDB18,chrXII_40469_40892
YBT1,chrXII_46527_46800
RNP1,chrXII_46527_46800
RNP1,chrXII_48596_49989
RPL8B,chrXII_48596_49989
FPS1,chrXII_48596_49989
ATG10,chrXII_53932_54795
SDH2,chrXII_53932_54795
SDH2,chrXII_55288_55458
VPS13,chrXII_63738_64258
UBI4,chrXII_63738_64258
GRC3,chrXII_65282_66693
VPS13,chrXII_65282_66693
UBI4,chrXII_65282_66693
ENT4,chrXII_65282_66693
RIX7,chrXII_73261_73659
IRC19,chrXII_73261_73659
GPI13,chrXII_80377_80550
RRT7,chrXII_80377_80550
FRA1,chrXII_80377_80550
GPI13,chrXII_81219_81482
RRT7,chrXII_81219_81482
FRA1,chrXII_81219_81482
GPI13,chrXII_81889_82083
RRT7,chrXII_81889_82083
FRA1,chrXII_81889_82083
GPI13,chrXII_82088_82270
RRT7,chrXII_82088_82270
FRA1,chrXII_82088_82270
TPO1,chrXII_83361_84583
ISA1,chrXII_87028_87184
HSP104,chrXII_87028_87184
PAU17,chrXII_92483_92790
SSA2,chrXII_97666_98194
POM33,chrXII_97666_98194
HIF1,chrXII_98794_99614
SPA2,chrXII_98794_99614
SSA2,chrXII_98794_99614
POM33,chrXII_98794_99614
HIF1,chrXII_100496_100875
SPA2,chrXII_100496_100875
POM33,chrXII_100496_100875
KNS1,chrXII_108128_108949
COX19,chrXII_108128_108949
KNS1,chrXII_109104_109407
COX19,chrXII_109104_109407
DPS1,chrXII_111732_111925
BPT1,chrXII_114415_114761
BPT1,chrXII_116208_116394
EMC6,chrXII_121154_121374
PUF3,chrXII_124894_125988
YEH1,chrXII_124894_125988
SOF1,chrXII_124894_125988
PSR1,chrXII_129966_130241
DRS1,chrXII_129966_130241
PSR1,chrXII_130877_131846
COX17,chrXII_130877_131846
DRS1,chrXII_130877_131846
LMO1,chrXII_136445_136648
YLL006W-A,chrXII_136445_136648
MMM1,chrXII_136445_136648
SPO75,chrXII_140839_141325
ORC3,chrXII_140839_141325
SFI1,chrXII_140839_141325
SFI1,chrXII_143088_143276
RTT109,chrXII_145893_146118
DNM1,chrXII_145893_146118
RTT109,chrXII_146144_146341
DNM1,chrXII_146144_146341
DNM1,chrXII_147499_148114
YLR001C,chrXII_153982_154258
NOC3,chrXII_157864_158013
CMS1,chrXII_157864_158013
CMS1,chrXII_159609_160139
THI73,chrXII_159609_160139
SSL1,chrXII_159609_160139
SSK1,chrXII_163353_163817
NSE1,chrXII_163353_163817
RLP24,chrXII_164125_164614
SSK1,chrXII_164125_164614
NSE1,chrXII_164125_164614
PAM18,chrXII_166150_166399
RLP24,chrXII_166150_166399
PAM18,chrXII_167903_168167
TEN1,chrXII_167903_168167
LOT6,chrXII_167903_168167
TEN1,chrXII_168874_169077
LOT6,chrXII_168874_169077
TEN1,chrXII_169526_169687
LOT6,chrXII_169526_169687
YLR012C,chrXII_169526_169687
GAT3,chrXII_169526_169687
PPR1,chrXII_176928_177106
PML1,chrXII_176928_177106
MEU1,chrXII_176928_177106
PML1,chrXII_177319_177646
MEU1,chrXII_177319_177646
POM34,chrXII_179540_179807
PSR2,chrXII_179540_179807
POM34,chrXII_179943_180093
PSR2,chrXII_179943_180093
IZH3,chrXII_187197_188246
UBR2,chrXII_193520_193801
SNF7,chrXII_193520_193801
UBR2,chrXII_194298_194513
SNF7,chrXII_194298_194513
AAT2,chrXII_198112_198445
snR30,chrXII_198112_198445
SED5,chrXII_198112_198445
AAT2,chrXII_198619_198783
snR30,chrXII_198619_198783
AAT2,chrXII_199180_199784
snR30,chrXII_199180_199784
ADE16,chrXII_201669_201824
RPL15A,chrXII_201669_201824
YLR030W,chrXII_201669_201824
ADE16,chrXII_202737_203198
RPL15A,chrXII_202737_203198
YLR030W,chrXII_202737_203198
YLR031W,chrXII_202737_203198
RAD5,chrXII_202737_203198
YLR031W,chrXII_204881_205029
RAD5,chrXII_204881_205029
RSC58,chrXII_208630_208810
SMF3,chrXII_212043_212780
MLH2,chrXII_214017_215258
YLR036C,chrXII_222177_223077
PAU23,chrXII_222177_223077
YLR036C,chrXII_223336_223556
PAU23,chrXII_223336_223556
YLR036C,chrXII_223718_224227
PAU23,chrXII_223718_224227
COX12,chrXII_223718_224227
PAU23,chrXII_224586_224958
COX12,chrXII_224586_224958
COX12,chrXII_225240_225485
YLR042C,chrXII_230744_231069
TRX1,chrXII_230744_231069
AFB1,chrXII_230744_231069
YLR042C,chrXII_231295_231456
TRX1,chrXII_231295_231456
AFB1,chrXII_231295_231456
YLR042C,chrXII_232129_232481
TRX1,chrXII_232129_232481
TRX1,chrXII_232486_233100
PDC1,chrXII_232486_233100
PDC1,chrXII_234192_235346
STU2,chrXII_239119_239440
YLR046C,chrXII_239119_239440
FRE8,chrXII_241734_242390
RPS0B,chrXII_241734_242390
MLO50,chrXII_245306_245569
EMA19,chrXII_245306_245569
IES3,chrXII_245306_245569
FCF2,chrXII_248517_248954
YLR053C,chrXII_248517_248954
OSW2,chrXII_252091_252376
SPT8,chrXII_252091_252376
ERG3,chrXII_252091_252376
OSW2,chrXII_252974_253821
SPT8,chrXII_252974_253821
ERG3,chrXII_252974_253821
MNL2,chrXII_252974_253821
SHM2,chrXII_259379_260491
FRS1,chrXII_259379_260491
REX2,chrXII_259379_260491
SHM2,chrXII_260628_260944
FRS1,chrXII_260628_260944
REX2,chrXII_260628_260944
BMT6,chrXII_262931_263240
RPL22A,chrXII_262931_263240
SND2,chrXII_267021_267352
SPC3,chrXII_267021_267352
MEF1,chrXII_273973_274192
MEF1,chrXII_274227_274389
XYL2,chrXII_274227_274389
MEF1,chrXII_274412_274704
XYL2,chrXII_274412_274704
MEF1,chrXII_274931_275086
XYL2,chrXII_274931_275086
MEF1,chrXII_275348_275733
XYL2,chrXII_275348_275733
RGR1,chrXII_278701_278932
LAM6,chrXII_278701_278932
RFU1,chrXII_282498_283005
BUD20,chrXII_282498_283005
RPL10,chrXII_282498_283005
FMP25,chrXII_282498_283005
BUD20,chrXII_283789_284043
RPL10,chrXII_283789_284043
FMP25,chrXII_283789_284043
BOS1,chrXII_286562_287074
SIC1,chrXII_286562_287074
EMP46,chrXII_286562_287074
GAL2,chrXII_289432_290194
SRL2,chrXII_293660_293922
EMP70,chrXII_296310_296517
RAX2,chrXII_300381_301114
ARP6,chrXII_300381_301114
SMC4,chrXII_300381_301114
RAX2,chrXII_302088_302281
ARP6,chrXII_302088_302281
SMC4,chrXII_302088_302281
ARP6,chrXII_302316_302468
SMC4,chrXII_302316_302468
ARP6,chrXII_302930_303086
SMC4,chrXII_302930_303086
CSF1,chrXII_315937_316122
GAA1,chrXII_315937_316122
ALT1,chrXII_320047_320847
XDJ1,chrXII_320047_320847
GEP5,chrXII_320047_320847
GEP5,chrXII_322193_322403
SUL2,chrXII_322193_322403
GEP5,chrXII_322954_323487
SUL2,chrXII_322954_323487
